ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
pork_potato,122.8_318.3,stir_fry,385.4,935.5,21.06,67.78,60.32,2313.0,98.2,27.93,33.3,4.46,1103.3
shrimp_chicken_onion_beef,133.9_423.2_292.8_345.2,stir_fry,1110.2,1946.7,166.84,119.01,52.08,6972.0,983.6,8.11,236.7,20.23,2205.3
egg,99.6,stir_fry,86.6,191.0,11.89,14.38,3.5,698.0,582.7,0.0,56.7,1.96,126.0
ginger,334.8,steam,322.5,174.5,4.21,1.94,35.06,456.8,0.0,6.39,89.6,4.72,887.3
eggplant_shrimp,457.4_160.8,stir_fry,536.9,294.7,31.95,6.02,28.19,2794.3,294.3,7.61,166.7,3.87,871.0
eggplant_pork_onion_chicken,223.1_164.3_323.5_137.6,pan_fry,743.6,1672.9,48.91,144.67,43.8,3811.3,277.3,10.81,153.0,7.76,1288.8
bell_pepper_ginger,361.2_210.9,pan_fry,482.4,263.6,6.91,6.96,43.33,2886.6,0.0,125.73,88.8,4.81,1360.5
beef_cucumber,208.9_229.6,boil,453.8,279.9,39.19,9.0,10.52,532.1,175.5,8.0,98.0,7.71,466.2
beef_onion,315.8_411.9,steam,666.9,552.5,63.84,13.95,42.91,1314.0,265.3,16.27,173.0,12.97,1211.4
bell_pepper,486.9,stir_fry,457.2,191.4,5.79,3.41,34.4,1974.0,0.0,187.67,43.5,2.44,1098.6
onion_garlic,407.8_87.8,stir_fry,462.0,320.3,7.77,3.47,64.49,2745.2,0.0,12.22,130.6,3.43,742.9
peach,321.6,steam,320.6,171.3,2.69,0.32,39.42,452.8,0.0,11.73,18.9,2.53,492.2
fish,250.3,steam,235.5,81.3,3.09,0.49,16.15,376.8,0.0,141.96,22.5,1.26,641.3
small_pepper_potato_pepper_pork,315.6_209.4_270.5_434.7,stir_fry,1127.1,3518.6,98.53,251.63,214.95,6246.1,347.8,194.42,191.0,29.2,4600.1
onion_pepper_carrot,111.0_484.8_183.3,boil,883.2,1875.8,67.01,56.51,274.78,846.3,0.0,12.69,138.2,29.61,4014.8
bell_pepper_cauliflower,498.7_204.4,stir_fry,654.0,268.8,10.1,4.92,46.02,2944.9,0.0,213.28,90.6,4.71,1487.2
shrimp_small_pepper_eggplant_carrot,146.0_455.0_241.3_224.2,stir_fry,983.7,577.2,34.79,12.18,82.11,6442.3,267.2,227.5,350.9,11.16,1708.7
tomato,403.2,stir_fry,357.4,114.5,3.27,2.82,19.0,2473.6,0.0,24.93,39.9,1.58,532.2
bell_pepper_beef,303.6_119.9,stir_fry,377.8,382.6,25.5,19.75,25.71,2061.3,100.7,111.83,54.8,5.42,911.3
potato_pork_small_pepper,420.6_191.6_200.6,pan_fry,685.7,1554.4,33.04,118.04,89.96,3494.2,153.3,111.58,119.8,9.33,1866.4
apple_banana_kumquat_watermelon,143.5_163.3_414.0_303.1,steam,1012.0,556.1,8.11,1.72,127.05,969.5,0.0,87.22,271.9,6.61,1275.0
cabbage,377.9,braise,363.5,161.7,5.2,2.65,29.28,3663.9,0.0,45.96,183.3,2.24,377.7
cucumber,432.7,roast,338.2,104.9,3.16,3.03,16.24,1132.8,0.0,10.22,102.4,2.19,372.9
chicken,388.7,roast,305.6,692.5,68.3,42.5,9.21,1641.5,412.0,0.0,34.5,5.48,854.0
eggplant,233.6,steam,220.9,60.0,2.41,0.46,11.55,218.2,0.0,6.03,57.2,1.19,291.4
beef,208.4,stir_fry,179.6,341.5,38.79,18.22,5.6,1315.5,175.1,0.0,47.6,6.79,373.7
onion_garlic,335.8_217.8,boil,613.9,413.9,12.13,1.03,89.02,602.9,0.0,16.69,156.8,4.35,830.7
shrimp_potato,211.1_354.1,steam,546.3,448.7,43.51,1.73,64.77,932.9,386.3,44.25,102.0,5.02,1445.4
pork,154.5,stir_fry,140.9,634.2,19.05,59.77,5.01,967.0,123.6,0.0,9.1,2.45,278.3
pork,252.6,braise,231.3,992.2,29.26,90.95,14.15,1844.0,202.1,0.0,15.2,3.98,411.2
small_pepper_beef_cabbage_eggplant,257.5_51.4_336.9_146.5,pan_fry,670.5,385.0,18.5,14.54,45.02,3835.1,43.2,139.22,311.0,8.13,1102.7
garlic_cucumber,213.4_402.7,deep_fry,497.8,356.4,11.25,4.31,68.15,1361.9,0.0,7.95,179.3,4.5,810.6
cauliflower,124.4,deep_fry,93.4,38.9,2.31,0.87,5.44,325.2,0.0,12.38,28.5,1.36,199.1
beef_egg_chicken,65.6_283.3_252.4,stir_fry,566.3,1217.3,90.38,87.17,17.82,3490.8,1980.0,0.0,193.0,11.48,1032.9
garlic_orange_potato,197.1_420.7_474.7,boil,1155.4,825.5,19.66,2.03,182.16,912.1,0.0,105.09,245.9,6.74,2100.8
ginger,478.0,braise,455.8,363.9,5.73,10.04,62.66,2935.8,0.0,5.34,130.8,6.73,1079.3
tofu,109.7,steam,109.4,88.0,8.28,4.08,4.53,128.7,0.0,0.0,179.9,2.12,119.0
chicken_tomato,339.6_176.5,stir_fry,475.4,880.6,61.73,63.0,16.66,2520.4,360.0,11.33,48.6,5.38,1011.9
cucumber,466.4,steam,464.7,75.7,3.45,0.92,13.42,614.7,0.0,22.75,111.2,2.33,406.8
pepper_potato,153.2_459.9,stir_fry,569.6,1226.8,29.28,53.46,157.14,2260.3,0.0,44.75,55.6,13.05,2803.6
bell_pepper_tomato,101.0_295.6,stir_fry,346.4,124.7,3.63,2.78,21.3,1604.8,0.0,53.69,38.7,1.66,633.3
eggplant,219.8,boil,244.2,55.4,2.18,0.42,10.74,172.7,0.0,4.62,49.6,1.06,227.1
pork_pineapple,271.7_426.1,stir_fry,632.2,1480.6,33.91,123.9,57.48,3491.4,217.4,28.51,68.6,6.86,862.1
pineapple_cauliflower,356.6_339.2,stir_fry,596.5,297.8,8.22,3.62,58.07,2914.7,0.0,90.62,123.1,5.86,885.3
cucumber,79.8,boil,88.2,12.6,0.59,0.15,2.23,80.2,0.0,2.82,17.9,0.38,56.2
onion,126.3,steam,119.9,53.2,1.31,0.25,11.41,177.2,0.0,4.88,29.9,0.77,159.9
beef,97.1,stir_fry,85.9,166.3,18.0,9.21,2.85,412.3,81.6,0.0,22.3,3.24,180.2
potato_ginger,380.1_191.5,roast,442.5,440.6,9.2,6.68,85.91,1696.3,0.0,28.2,82.0,5.76,1540.4
cucumber_kiwi,134.9_144.3,steam,271.7,119.5,2.16,1.08,25.28,327.0,0.0,51.46,71.8,2.45,306.0
bell_pepper_egg_cucumber,125.7_188.7_114.9,stir_fry,382.8,515.6,25.48,36.65,20.97,2302.2,1103.9,44.61,146.7,4.96,641.3
cucumber_small_pepper_cabbage_garlic,204.6_420.9_440.9_329.5,stir_fry,1276.0,869.6,25.52,12.72,163.27,5178.4,0.0,289.06,544.5,13.48,2301.6
potato_fish_beef,164.9_280.6_289.4,roast,566.8,731.4,58.3,30.5,55.91,2891.0,243.1,89.78,106.9,12.42,1657.4
ginger,350.8,stir_fry,310.5,239.4,4.19,7.37,39.09,1316.4,0.0,4.46,95.3,4.9,849.4
fish_pepper_tomato,260.0_134.0_361.1,steam,684.1,663.8,25.93,16.87,102.06,1053.1,0.0,158.87,76.1,10.7,2407.5
tofu_onion_garlic_pepper,93.7_140.9_344.0_461.5,stir_fry,896.7,2695.7,85.27,105.59,351.07,5820.9,0.0,11.72,374.8,33.83,5485.1
ginger_egg,205.8_205.4,stir_fry,376.9,608.9,28.02,41.97,29.77,1826.8,1201.6,3.04,172.0,6.95,817.9
cauliflower_cucumber_tofu_carrot,333.6_185.9_378.5_280.3,steam,1132.6,543.5,40.59,15.2,61.07,2033.6,0.0,140.84,826.4,14.78,1625.9
carrot,409.9,steam,393.9,169.7,3.94,0.82,36.63,754.9,0.0,25.84,130.4,4.08,701.6
egg_pork_cauliflower_pepper,232.8_343.4_482.6_131.8,roast,941.0,2464.3,98.23,179.61,113.72,3821.5,1636.6,79.48,273.0,22.95,3004.8
pork_egg_carrot,115.2_171.7_417.6,braise,693.0,1040.0,38.87,68.86,66.21,6127.4,1096.6,15.27,239.4,9.28,1026.2
grape_bell_pepper_peach_garlic,244.5_349.2_326.8_208.0,steam,1024.2,667.2,16.91,1.89,145.62,1357.2,0.0,210.97,143.8,7.76,2245.1
bell_pepper_cucumber_tomato,91.1_117.2_239.3,roast,353.4,130.0,3.92,3.13,21.53,1099.2,0.0,38.25,61.3,2.0,666.8
cauliflower,266.1,roast,208.6,95.5,5.09,1.86,14.59,946.3,0.0,37.89,60.9,2.97,436.2
bell_pepper,277.7,pan_fry,244.4,98.1,3.24,1.94,16.92,907.0,0.0,82.24,25.5,1.39,670.8
egg_small_pepper_tofu,215.4_290.6_311.1,stir_fry,765.8,1095.9,54.24,75.62,49.58,4549.9,1260.1,156.62,731.5,14.18,1188.0
ginger,351.8,pan_fry,289.7,221.1,4.11,7.39,34.54,1217.6,0.0,3.89,93.5,4.96,898.7
shrimp_watermelon,344.1_180.9,boil,570.9,305.2,56.62,1.86,15.5,833.7,629.7,3.95,125.8,3.71,602.4
fish_cauliflower,457.5_103.9,roast,428.7,218.6,7.38,3.93,38.44,2153.7,0.0,135.2,64.5,3.42,1241.2
small_pepper_ginger_cauliflower_carrot,62.3_499.1_158.9_464.7,pan_fry,980.2,601.0,14.4,15.72,100.49,3849.1,0.0,78.94,347.9,14.16,2471.5
ginger,373.8,stir_fry,330.2,248.6,4.53,7.85,39.94,1502.0,0.0,5.32,100.0,5.24,912.0
egg_eggplant_beef_cucumber,340.4_194.6_124.2_269.9,steam,927.2,725.1,72.5,35.18,29.63,1983.8,2095.7,18.47,326.3,12.98,1256.0
watermelon_chicken_pork_beef,195.0_131.9_215.5_330.7,boil,907.7,1457.7,108.3,103.02,24.33,1243.5,590.0,5.04,111.2,15.74,1113.4
beef_bell_pepper,172.9_286.2,roast,348.9,418.1,35.72,19.39,25.17,1568.2,145.2,79.15,65.2,7.19,961.7
egg,137.1,stir_fry,126.5,247.8,16.71,18.01,4.71,922.0,802.0,0.0,77.5,2.71,187.0
shrimp,320.1,boil,354.3,238.9,51.34,1.49,5.04,565.8,585.8,0.0,106.7,3.0,464.6
pepper_cucumber_eggplant,187.9_223.2_168.3,pan_fry,501.9,1159.4,28.96,68.09,107.68,2184.7,0.0,9.13,117.5,13.29,2227.6
pepper_carrot,185.6_473.5,stir_fry,607.2,1181.2,29.83,55.92,139.65,2945.0,0.0,23.43,171.6,16.15,2465.2
egg_peach,140.3_475.7,boil,656.0,430.3,20.16,12.11,60.18,559.0,820.8,14.4,101.0,6.28,675.8
garlic,282.9,deep_fry,222.9,355.6,11.44,1.98,73.02,644.5,0.0,3.2,110.2,3.38,696.2
cabbage,109.8,boil,124.2,27.5,1.46,0.2,4.97,123.5,0.0,17.41,52.0,0.62,90.8
tomato,250.4,stir_fry,218.4,73.8,2.13,1.75,12.37,1180.4,0.0,15.36,25.2,1.02,332.2
carrot,50.6,steam,49.1,20.8,0.48,0.1,4.5,109.3,0.0,3.53,16.2,0.5,90.2
eggplant,383.7,braise,374.7,151.2,3.77,2.69,28.0,2870.2,0.0,5.34,91.8,1.91,417.2
carrot,233.4,stir_fry,216.9,112.5,2.1,1.63,22.35,1460.7,0.0,11.31,73.7,2.35,359.5
shrimp_tomato_potato,433.7_72.3_66.9,stir_fry,527.7,485.4,75.04,8.56,27.05,3553.5,793.7,10.94,163.0,5.12,1042.2
potato,497.7,braise,454.5,454.2,8.92,3.48,96.78,4010.2,0.0,38.64,39.2,3.94,1354.9
cucumber_grape_beef_tomato,489.7_333.3_366.1_103.9,boil,1337.1,669.5,71.88,16.78,57.74,1037.7,307.5,62.49,217.7,15.61,1249.9
pork_cucumber,409.4_384.5,steam,758.7,1618.8,53.68,146.87,20.56,1226.9,327.5,17.41,114.9,8.58,1142.0
shrimp_pepper_egg_pork,303.0_247.1_297.1_188.4,steam,955.2,2304.1,146.68,124.68,148.83,2418.4,2443.2,0.0,312.8,27.17,3770.6
beef_kumquat_cucumber,298.3_149.6_362.1,pan_fry,718.0,807.1,59.53,47.43,35.52,2685.5,250.6,27.8,238.5,13.03,997.9
pork_cucumber,262.8_440.1,deep_fry,533.5,1685.2,33.53,164.35,17.99,1938.4,210.2,6.49,120.4,6.4,820.5
potato,148.7,steam,135.4,117.7,2.89,0.3,25.87,208.7,0.0,21.59,11.7,1.18,467.8
cauliflower,242.1,steam,231.1,67.1,4.75,0.47,10.95,336.3,0.0,79.26,55.4,2.67,430.2
potato_cucumber_shrimp_fish,147.0_99.4_297.4_285.3,boil,861.7,443.7,55.75,2.36,49.87,1124.8,544.2,149.86,160.0,5.72,1465.9
tofu,388.6,stir_fry,333.7,511.1,28.6,35.62,19.02,1565.4,0.0,0.0,632.2,7.36,392.4
orange,373.2,steam,347.7,196.4,2.53,0.75,44.89,418.2,0.0,52.75,128.5,0.75,514.4
tomato_small_pepper_potato_bell_pepper,438.7_479.2_392.8_371.1,stir_fry,1466.1,865.2,21.29,15.13,160.96,9630.8,0.0,411.42,291.1,13.72,3436.7
small_pepper_cabbage_shrimp_chicken,397.5_314.0_282.7_160.9,pan_fry,1006.5,1144.4,85.09,65.65,53.3,6052.8,687.9,195.93,409.0,12.69,1930.3
cabbage_cauliflower_chicken,104.0_73.1_127.9,stir_fry,267.3,381.8,25.0,26.05,11.85,1763.2,135.6,31.18,79.7,3.28,513.3
shrimp_tomato_pepper_eggplant,56.6_468.3_402.3_348.5,steam,1224.4,1707.3,73.89,48.16,244.57,1431.3,103.6,51.7,194.7,28.46,5127.6
chicken,396.0,stir_fry,349.2,816.1,71.16,55.29,8.48,2585.6,419.8,0.0,36.0,5.57,829.3
shrimp_cauliflower_eggplant,91.5_67.9_364.4,boil,584.5,180.7,20.02,1.29,22.25,542.2,167.4,22.71,127.5,3.28,571.1
pork_carrot_potato,356.6_187.0_287.1,steam,809.4,1700.7,51.0,133.01,74.9,1445.0,285.3,47.19,103.4,10.02,1836.3
pork_potato,146.4_69.3,steam,206.6,607.2,20.2,51.73,15.2,263.9,117.1,9.62,14.2,2.93,501.7
pork_potato_beef,186.7_120.9_250.1,stir_fry,506.5,1344.1,71.2,103.07,32.91,3027.5,359.4,10.71,79.8,11.98,1102.3
tofu_small_pepper_bell_pepper,142.2_376.6_128.4,stir_fry,610.9,500.6,17.06,24.59,52.78,3976.3,0.0,216.41,377.4,8.73,1196.2
pork_onion,89.2_229.1,steam,308.4,444.0,13.29,33.23,22.95,531.1,71.4,8.42,59.4,2.79,465.9
egg,304.1,steam,294.0,421.3,38.84,25.7,8.66,718.9,1779.0,0.0,172.4,6.18,416.6
small_pepper,482.8,stir_fry,431.8,262.8,5.79,6.76,44.71,2336.3,0.0,231.99,177.0,6.73,867.9
small_pepper,178.3,boil,188.6,75.5,2.04,0.66,15.36,158.6,0.0,107.63,62.4,2.33,287.8
potato_pork_beef,397.1_93.5_345.3,stir_fry,731.0,1481.2,80.35,93.22,80.19,4734.6,364.9,33.94,118.7,16.12,1880.9
shrimp_chicken_tofu_bell_pepper,63.6_347.3_438.5_463.7,roast,1002.1,1421.9,107.78,82.23,62.68,4994.4,484.5,111.07,815.4,15.97,2450.0
fish_tomato,262.9_411.0,boil,699.7,166.4,6.35,1.3,32.33,565.1,0.0,133.52,62.0,2.78,1016.3
cucumber_ginger_eggplant,239.7_65.2_432.3,stir_fry,640.9,246.3,6.88,6.07,41.03,3496.4,0.0,15.63,175.6,4.23,931.9
garlic_carrot,140.1_313.7,pan_fry,401.7,312.0,8.62,3.18,62.24,2427.0,0.0,14.97,155.5,4.9,835.8
pineapple,89.7,stir_fry,81.1,44.3,0.41,0.31,9.97,302.8,0.0,5.82,10.9,0.53,89.5
onion,482.3,steam,450.5,203.5,5.03,0.95,43.71,757.9,0.0,19.84,116.1,2.93,612.5
orange_cucumber,349.3_350.7,boil,738.7,231.9,4.82,1.3,50.23,462.0,0.0,53.74,193.7,2.28,639.6
pepper,241.2,stir_fry,223.4,1007.4,34.09,41.63,124.08,1409.8,0.0,0.0,28.9,14.35,2296.6
beef_carrot_pepper,455.7_198.2_222.3,stir_fry,777.5,1908.1,114.62,95.9,146.63,5558.0,382.8,9.11,192.6,30.66,3338.7
fish,107.7,steam,107.4,34.8,1.33,0.21,6.88,141.7,0.0,55.6,9.5,0.55,264.9
cauliflower_pork,429.8_216.2,steam,616.5,953.3,36.29,78.78,24.76,895.2,173.0,128.93,112.5,8.13,1185.7
small_pepper_carrot_egg,346.2_50.3_183.1,boil,633.7,415.2,26.74,16.64,39.62,695.6,1071.1,216.21,230.7,8.68,768.0
beef_pork,345.5_272.5,stir_fry,571.5,1764.0,96.95,145.04,17.71,2638.4,508.2,0.0,94.1,15.56,1094.7
shrimp,360.6,boil,404.5,273.1,58.72,1.7,5.74,652.1,659.9,0.0,119.6,3.36,555.9
cauliflower,386.4,steam,364.8,108.7,7.65,0.78,17.77,511.2,0.0,108.67,87.8,4.25,688.3
cabbage_cucumber,66.9_445.5,stir_fry,467.4,134.0,4.31,3.59,21.13,1794.4,0.0,25.23,138.7,2.64,478.9
eggplant_potato,316.8_279.5,steam,569.5,304.6,8.74,1.15,64.81,624.0,0.0,44.36,98.9,3.87,1227.1
small_pepper_bell_pepper,226.4_355.1,stir_fry,524.3,271.3,7.05,5.66,48.04,3074.5,0.0,265.24,116.5,4.92,1246.4
chicken,465.9,stir_fry,416.2,924.5,82.44,61.79,9.66,1955.5,493.9,0.0,42.2,6.53,1006.0
chicken_fish_bell_pepper_ginger,485.1_193.0_496.7_305.0,pan_fry,1334.1,2093.0,97.74,154.09,78.81,5212.7,514.2,205.38,190.3,14.27,3553.5
carrot_ginger_shrimp_cucumber,283.8_444.2_356.0_429.4,boil,1687.0,677.8,70.25,5.66,86.47,1556.2,651.5,35.26,414.9,13.99,2089.1
eggplant_potato_lemon_grape,206.9_223.4_361.4_263.1,stir_fry,932.8,636.9,11.26,20.03,102.9,4033.1,0.0,70.51,443.9,6.69,1759.0
orange,105.8,steam,102.1,55.1,0.71,0.2,12.61,144.9,0.0,13.62,36.9,0.22,145.4
lemon_tofu,306.5_208.2,steam,501.3,288.2,19.39,11.12,27.65,648.4,0.0,35.98,651.9,6.3,839.1
carrot_pepper,447.8_348.5,steam,756.9,1509.1,55.23,42.1,227.33,1165.4,0.0,31.4,185.9,25.17,4141.5
grape_fish,396.8_373.8,steam,765.9,299.3,6.49,1.55,64.85,809.4,0.0,236.62,53.2,3.42,1305.1
cabbage_pork_fish,64.0_76.6_402.5,roast,425.0,580.7,14.92,42.47,34.72,1637.6,61.3,114.76,72.6,3.66,1137.3
pepper_small_pepper_tofu_cucumber,179.3_140.6_408.7_122.1,roast,675.2,1232.5,57.66,55.15,126.37,2307.3,0.0,49.05,763.8,21.32,2564.3
potato_eggplant,305.6_312.7,boil,699.6,310.6,8.61,1.15,66.47,564.5,0.0,35.89,92.9,3.78,1082.4
beef_shrimp_fish,269.4_70.1_249.9,braise,565.0,696.5,61.99,31.5,41.25,4697.3,354.6,73.97,109.5,11.02,1146.1
pepper,492.6,stir_fry,428.9,2017.6,66.75,81.53,254.21,2528.2,0.0,0.0,58.8,29.92,4442.6
egg_ginger,365.9_355.4,stir_fry,616.7,997.5,50.39,65.74,51.08,3433.4,2140.5,5.23,300.9,12.52,1366.5
beef,348.8,steam,339.9,421.6,65.46,14.71,6.85,831.9,293.0,0.0,80.7,11.41,680.5
bell_pepper_small_pepper_carrot_cucumber,235.0_403.0_402.9_55.2,pan_fry,984.8,477.8,11.47,10.49,84.36,4313.7,0.0,276.46,307.1,11.17,1942.6
kiwi_orange_grape,213.0_437.3_480.8,boil,1259.4,563.9,6.32,2.92,128.09,844.0,0.0,149.03,225.7,5.15,1006.6
carrot_eggplant,103.2_367.0,steam,432.1,137.9,4.87,0.94,27.48,745.9,0.0,15.79,121.4,2.87,642.5
tofu_watermelon_chicken_banana,356.3_128.0_159.6_167.6,steam,738.4,752.5,60.91,28.87,62.28,1013.0,169.2,10.19,616.3,10.2,1193.3
small_pepper_tomato_beef,258.3_449.1_360.2,pan_fry,947.8,1013.6,72.79,59.71,46.27,3968.5,302.6,143.24,219.5,17.31,1686.5
onion_tofu_egg,421.7_115.1_117.2,stir_fry,568.1,794.7,27.23,53.95,50.05,2507.9,685.6,10.63,359.3,7.14,774.7
garlic_eggplant,313.7_105.7,roast,323.6,445.8,14.2,2.94,90.65,1614.8,0.0,6.67,146.7,4.26,942.9
garlic_carrot_pepper,149.8_85.2_320.9,boil,598.0,1389.8,48.85,36.19,217.17,605.8,0.0,8.41,116.8,20.58,2931.9
potato,457.4,steam,422.7,352.7,8.61,0.88,77.59,710.7,0.0,63.55,36.5,3.71,1441.4
pork,186.4,steam,182.2,712.6,23.13,66.87,4.55,278.4,149.1,0.0,11.4,2.93,349.7
bell_pepper_lemon,158.3_385.8,boil,575.3,198.9,5.54,4.76,33.48,448.5,0.0,101.96,388.0,3.64,916.0
small_pepper_carrot,238.0_387.7,stir_fry,578.8,319.1,6.53,6.05,59.63,3202.6,0.0,131.23,210.2,7.25,1112.3
cabbage,460.8,roast,355.6,152.7,6.2,3.23,24.71,1406.6,0.0,41.78,229.5,2.76,498.2
garlic_fish_pork_potato,204.9_464.8_328.8_430.6,stir_fry,1265.6,2720.3,63.69,197.52,171.97,5369.8,263.0,199.33,177.6,13.52,3451.6
beef_pepper_shrimp_ginger,475.7_452.6_456.2_125.9,steam,1498.7,2659.9,229.6,74.92,266.83,3097.5,1234.4,2.71,350.5,48.53,6374.6
shrimp,82.6,steam,75.1,66.1,14.27,0.41,1.32,201.5,151.2,0.0,29.0,0.81,161.3
chicken_cabbage,190.8_316.5,steam,463.9,396.6,40.07,18.69,17.02,642.6,202.2,67.66,172.2,4.54,769.0
garlic_potato,233.6_360.5,steam,593.7,577.1,16.83,1.17,124.82,878.2,0.0,57.35,117.6,5.59,1694.3
cucumber,163.6,stir_fry,145.6,39.8,1.21,1.15,6.16,743.3,0.0,5.23,39.3,0.81,139.5
garlic_chicken,117.9_452.5,pan_fry,495.0,1146.3,82.76,74.23,36.79,2037.8,479.7,2.67,87.3,7.63,1223.9
beef,266.1,pan_fry,223.7,505.6,49.45,31.93,5.12,982.3,223.5,0.0,61.9,8.89,486.6
fish_chicken,406.1_393.6,deep_fry,627.3,1455.6,73.06,115.94,29.96,2660.0,417.2,69.59,72.7,7.47,1623.2
small_pepper,86.8,stir_fry,78.0,47.6,1.01,1.22,8.14,325.9,0.0,48.01,32.4,1.19,162.9
chicken,93.1,boil,97.4,140.9,15.76,8.13,1.18,99.4,98.7,0.0,8.0,1.22,158.2
tomato_egg_beef_cabbage,243.9_275.8_223.2_208.4,pan_fry,802.7,1322.8,77.15,99.36,30.0,4133.1,1800.9,35.72,327.2,15.4,1341.0
eggplant_cauliflower,447.4_372.4,steam,779.4,223.1,12.36,1.6,39.82,1393.9,0.0,125.8,189.5,6.26,1302.2
potato_eggplant_onion_shrimp,164.1_132.9_145.3_399.9,braise,838.7,685.6,70.87,10.09,77.81,5465.1,731.8,19.54,221.1,6.85,1424.4
egg,489.0,stir_fry,446.0,930.3,61.48,67.84,18.44,3156.3,2860.6,0.0,277.9,9.68,638.5
egg,80.0,deep_fry,64.0,177.6,9.75,14.45,2.16,231.9,468.0,0.0,45.6,1.58,96.4
egg_pork,390.8_288.0,deep_fry,509.0,1992.1,82.25,177.27,16.92,2231.7,2516.6,0.0,237.2,12.51,982.8
shrimp_onion_pepper,53.8_226.1_243.1,stir_fry,449.3,1248.6,44.71,53.59,146.86,2759.5,98.5,5.89,100.9,16.52,2714.2
cucumber_potato,116.2_485.3,pan_fry,510.7,413.9,10.06,4.21,83.94,2421.6,0.0,43.63,66.4,4.5,1557.6
garlic,88.6,roast,70.1,115.3,3.69,0.62,23.75,231.1,0.0,1.67,35.0,1.06,234.7
carrot_beef,413.3_423.4,stir_fry,785.8,1116.6,79.28,65.13,53.32,3855.5,355.7,18.0,226.3,18.36,1419.4
ginger_cabbage,406.3_461.8,pan_fry,733.3,395.1,11.32,11.76,60.98,4512.9,0.0,59.88,342.5,8.32,1553.7
garlic,99.1,stir_fry,89.3,128.6,4.01,0.69,26.58,583.3,0.0,2.42,39.2,1.17,250.9
cucumber_ginger_tomato_egg,79.1_478.2_264.2_242.6,roast,839.1,1003.6,39.24,59.44,77.92,3547.0,1419.2,19.89,305.8,12.98,2032.2
potato_pepper,238.1_198.4,pan_fry,377.7,1175.1,32.3,53.65,140.74,1696.2,0.0,18.38,42.7,13.67,2406.5
tofu_onion_garlic,110.7_339.1_284.8,pan_fry,604.7,691.6,23.54,18.7,107.27,2526.1,0.0,13.58,373.3,7.61,1224.7
eggplant_carrot,386.6_236.1,stir_fry,534.0,242.1,6.06,4.36,44.66,3496.2,0.0,15.93,170.9,4.36,865.0
chicken,432.0,deep_fry,331.8,1017.3,75.93,76.96,5.24,1475.1,457.9,0.0,39.4,6.12,838.1
eggplant,311.8,steam,309.7,78.8,3.27,0.61,15.04,434.8,0.0,7.29,76.0,1.53,401.9
tofu,149.7,pan_fry,124.2,201.0,11.47,14.57,5.99,546.5,0.0,0.0,249.5,2.88,163.6
cucumber,248.0,stir_fry,217.1,61.3,1.82,1.74,9.59,1492.9,0.0,8.57,58.7,1.24,222.3
garlic_eggplant_tomato,134.4_162.8_414.2,boil,771.9,291.5,10.55,1.36,59.26,697.9,0.0,41.97,128.1,3.82,936.5
cabbage_pepper,249.6_491.6,stir_fry,653.1,2257.2,71.33,103.29,260.58,3801.8,0.0,36.01,183.1,30.75,4708.7
cauliflower_small_pepper_ginger,433.0_416.7_411.4,deep_fry,988.8,604.6,17.92,17.5,93.84,3656.2,0.0,131.85,365.3,16.57,2340.4
tomato,178.5,steam,163.9,37.5,1.5,0.34,7.11,279.3,0.0,18.01,18.0,0.7,267.8
cucumber,315.0,steam,298.3,52.5,2.41,0.62,9.31,397.8,0.0,15.33,74.5,1.56,296.6
tomato_fish_chicken,491.1_97.0_255.7,stir_fry,762.6,941.7,49.33,67.0,35.34,5029.9,271.0,67.19,79.3,5.99,1526.4
potato_ginger_bell_pepper_egg,358.0_184.9_467.7_434.0,steam,1429.1,1122.7,67.69,39.69,123.67,2678.2,2538.9,304.99,359.6,16.44,3337.2
cauliflower_chicken_ginger_tofu,73.0_429.0_317.3_74.5,boil,963.5,914.5,87.54,43.58,43.05,1136.6,454.7,24.61,246.7,11.86,1600.6
tofu_kiwi_onion_small_pepper,267.7_371.7_333.2_137.1,boil,1247.5,640.9,26.9,12.54,105.11,743.6,0.0,171.32,634.2,12.85,1117.8
pepper_eggplant,270.1_166.9,stir_fry,379.2,1217.8,38.35,54.13,144.31,2522.5,0.0,2.8,71.8,16.91,2675.3
beef_carrot_ginger,398.0_221.7_369.6,roast,793.5,1032.2,79.2,47.36,72.29,2743.5,334.3,11.08,266.8,20.39,1994.0
garlic_small_pepper_ginger,356.7_450.9_397.9,pan_fry,1069.4,939.7,24.45,17.17,171.85,4639.0,0.0,217.75,411.5,16.05,2841.4
garlic,64.6,steam,64.3,83.2,2.75,0.13,17.78,79.7,0.0,2.31,25.0,0.77,168.8
grape_ginger,182.1_179.6,steam,346.9,176.3,3.05,1.39,37.88,438.3,0.0,27.28,56.5,3.26,625.8
tofu,268.6,steam,251.8,217.3,20.81,9.87,11.31,362.3,0.0,0.0,446.1,5.16,296.2
cucumber,213.5,stir_fry,202.5,53.0,1.6,1.49,8.29,806.4,0.0,6.32,51.1,1.05,185.4
tomato_garlic_potato,180.5_327.9_111.8,stir_fry,564.8,583.4,17.21,4.34,118.87,2989.0,0.0,29.82,157.0,5.62,1406.0
