ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
shrimp_chicken_fish_orange,67.5_398.6_377.4_391.7,deep_fry,963.8,1872.2,86.11,137.7,72.09,3690.0,546.0,72.82,233.2,8.82,2190.8
pork_cucumber_small_pepper,116.8_189.3_452.6,roast,607.9,883.0,21.12,65.14,53.08,2790.2,93.4,169.77,217.3,9.13,1169.9
cauliflower_onion,140.8_408.1,boil,585.8,208.4,6.63,1.02,43.17,460.5,0.0,45.34,121.4,3.81,645.3
tofu,318.9,stir_fry,302.4,445.5,23.75,31.84,16.0,1697.8,0.0,0.0,520.2,5.98,342.8
shrimp,394.2,roast,300.6,360.0,65.14,6.9,9.33,1797.9,721.4,0.0,138.9,3.9,733.7
beef,163.5,roast,129.0,229.2,29.69,10.27,4.5,720.5,137.3,0.0,37.4,5.4,311.0
cucumber,270.7,boil,300.2,43.6,1.92,0.52,7.83,189.2,0.0,8.87,62.4,1.31,189.7
pork,291.5,braise,281.7,1157.3,34.23,105.67,17.33,2958.8,233.2,0.0,17.5,4.64,473.4
bell_pepper_banana_tomato_ginger,215.2_437.0_73.7_312.4,roast,815.5,753.1,12.7,11.64,149.39,3068.5,0.0,73.45,142.9,7.58,2432.1
garlic,248.9,steam,230.7,327.5,10.77,0.48,70.02,335.5,0.0,8.6,96.3,2.99,656.4
fish_peach_bell_pepper,456.4_486.9_158.8,boil,1220.0,449.1,10.95,1.59,97.75,858.8,0.0,276.55,80.6,6.6,1812.2
beef,178.6,stir_fry,156.7,310.5,31.89,18.1,5.0,930.1,150.0,0.0,40.6,5.92,334.0
garlic,392.1,roast,298.6,520.7,16.02,2.74,107.97,1443.2,0.0,7.25,154.5,4.7,1011.3
cucumber,108.7,stir_fry,98.5,26.1,0.79,0.76,4.03,561.7,0.0,3.23,26.4,0.54,97.4
onion_bell_pepper,263.4_122.0,steam,368.7,148.9,4.2,0.77,31.3,540.7,0.0,66.58,73.2,2.19,673.3
cucumber_cauliflower_shrimp,68.4_274.0_71.0,stir_fry,357.3,179.0,17.84,3.64,18.72,2466.7,129.9,59.42,104.5,4.0,682.6
ginger,268.4,steam,252.0,138.5,3.35,1.62,27.64,411.7,0.0,5.89,72.0,3.7,741.8
tofu_shrimp_fish,181.8_353.2_471.4,stir_fry,924.8,822.8,78.31,33.02,53.08,4750.2,646.4,158.91,470.6,9.34,1908.0
cauliflower_tomato_potato_pork,236.5_69.3_402.5_233.0,pan_fry,803.8,1688.8,39.72,133.35,82.44,4959.6,186.4,72.36,109.2,9.7,2140.9
fish_cucumber,56.7_327.8,stir_fry,340.6,101.6,3.07,2.69,16.28,1428.1,0.0,31.84,84.3,1.95,405.3
bell_pepper_cauliflower,52.3_64.6,steam,111.3,35.2,1.98,0.23,6.31,133.2,0.0,51.24,19.6,0.98,246.1
pork,285.0,stir_fry,245.6,1151.7,35.19,108.35,8.96,1324.9,228.0,0.0,17.2,4.65,483.8
potato_eggplant,432.5_106.4,boil,611.3,353.7,8.75,1.0,77.42,478.0,0.0,51.6,57.9,3.78,1175.9
pork_cabbage,387.2_250.1,stir_fry,574.6,1747.8,50.87,160.16,25.72,3109.5,309.8,36.21,145.5,7.68,903.2
eggplant_cucumber_tomato_chicken,447.6_450.1_83.0_482.9,deep_fry,1105.4,2016.7,89.67,165.74,41.58,4615.8,511.9,10.97,267.3,11.42,1967.0
beef,205.2,pan_fry,181.9,400.3,37.76,25.96,3.91,834.3,172.4,0.0,47.6,6.83,392.7
egg,191.3,steam,175.2,267.9,23.77,16.81,5.4,482.5,1119.1,0.0,107.7,3.89,265.0
tofu,307.3,boil,331.3,239.8,22.85,10.88,12.61,223.2,0.0,0.0,480.9,5.63,261.9
chicken_cabbage_potato,82.7_357.2_255.2,boil,727.8,419.2,24.49,8.62,60.91,641.8,87.7,79.81,194.5,5.16,1043.5
lemon_chicken,238.2_50.8,stir_fry,267.1,350.8,11.33,26.22,17.37,1676.6,53.8,16.76,249.1,2.66,506.1
eggplant,145.9,steam,135.5,36.7,1.52,0.28,7.02,176.4,0.0,3.93,35.6,0.74,187.6
small_pepper_cabbage_banana,56.4_70.6_330.0,boil,476.1,344.2,5.8,1.0,78.0,288.2,0.0,57.89,74.1,2.37,749.4
shrimp_cabbage_eggplant,263.7_456.8_456.1,steam,1122.7,453.8,58.38,3.13,48.03,2016.5,482.6,112.22,424.9,7.56,1687.3
tofu_pepper_small_pepper,122.4_499.1_52.2,boil,758.8,1949.9,77.6,61.97,270.43,532.2,0.0,31.9,262.4,31.43,4085.7
pork_cabbage,93.0_75.2,boil,174.9,365.3,12.18,32.72,5.52,154.9,74.4,12.97,41.1,1.85,196.9
pepper,136.0,stir_fry,118.1,551.1,19.09,21.97,69.25,682.6,0.0,0.0,16.1,8.2,1300.0
fish_pork,373.7_363.2,boil,834.9,1434.9,46.73,124.61,31.61,690.5,290.6,144.73,52.9,7.37,1205.3
cauliflower_carrot_cabbage,96.3_358.3_397.2,stir_fry,725.1,334.1,10.72,5.96,59.38,3321.2,0.0,88.21,334.8,7.16,1215.0
fish,146.7,roast,114.9,57.9,1.78,1.03,10.39,545.5,0.0,34.94,13.2,0.73,332.4
small_pepper_ginger,85.2_54.9,boil,149.7,64.7,1.6,0.64,13.14,108.5,0.0,54.71,43.9,1.9,257.6
ginger_strawberry_kumquat_apple,350.5_81.8_69.9_63.9,steam,532.0,291.0,5.95,2.53,61.1,739.8,0.0,41.09,150.5,7.4,1146.7
carrot_pineapple,445.2_211.2,boil,720.9,275.6,5.05,1.02,61.54,641.2,0.0,34.66,158.4,5.49,752.4
tomato_cabbage,157.5_116.5,stir_fry,249.7,83.7,2.9,1.92,13.71,1643.3,0.0,24.47,72.9,1.32,334.8
pork_cucumber,241.0_484.3,roast,566.0,1119.1,32.2,98.36,26.25,2258.4,192.8,10.59,128.3,6.26,805.4
fish_ginger_carrot,474.4_373.9_207.7,steam,1048.5,434.3,12.71,3.46,88.09,1218.7,0.0,286.41,213.8,9.82,2495.8
pork_beef_chicken,438.1_458.2_286.6,pan_fry,1023.4,3161.8,187.14,258.3,22.14,6294.2,1039.2,0.0,155.5,26.36,2311.4
tofu_fish_cauliflower,334.8_117.0_78.6,boil,553.8,317.5,27.13,12.37,24.42,553.8,0.0,73.25,547.8,7.4,623.3
carrot,443.0,steam,419.9,180.2,4.31,0.88,38.78,902.8,0.0,26.74,144.4,4.49,728.1
tofu_cabbage,241.4_175.1,stir_fry,394.6,464.0,20.98,32.49,21.92,2525.7,0.0,25.73,476.8,5.59,439.2
tofu,328.6,roast,263.2,357.8,24.93,21.35,16.5,1015.8,0.0,0.0,541.7,6.25,363.9
shrimp_fish_cauliflower,140.9_58.6_159.4,stir_fry,309.1,208.9,26.94,3.99,16.31,1407.0,257.8,51.41,90.8,3.5,643.0
ginger,452.6,steam,449.8,232.4,5.63,2.62,46.57,498.0,0.0,8.24,124.5,6.31,1158.9
cauliflower_pork_cucumber,409.2_52.9_67.2,pan_fry,484.1,747.7,14.41,67.43,20.79,1971.7,42.3,82.31,114.4,5.71,839.3
shrimp,168.0,steam,160.4,132.0,28.39,0.83,2.74,443.0,307.4,0.0,57.8,1.71,326.6
pork,205.7,steam,204.2,792.5,26.23,74.24,4.85,388.2,164.6,0.0,12.2,3.31,391.3
fish_chicken_potato_beef,392.3_347.1_465.9_214.6,stir_fry,1332.6,2093.8,113.45,129.38,118.9,7925.4,548.2,173.6,150.3,17.68,3486.8
cabbage_potato_cauliflower,416.3_156.5_142.3,braise,654.2,377.5,11.45,5.01,71.67,4972.5,0.0,93.16,250.1,5.37,1114.7
strawberry_fish_eggplant_ginger,202.1_334.5_428.3_266.3,stir_fry,1078.4,530.3,13.11,12.35,91.68,6747.0,0.0,173.36,237.3,11.29,2266.9
cucumber_chicken,155.9_495.9,boil,731.6,785.1,86.62,43.96,10.75,824.4,525.7,6.11,77.5,7.3,991.2
carrot,347.9,steam,332.2,142.3,3.29,0.66,30.78,607.3,0.0,20.79,110.0,3.45,602.6
ginger_small_pepper,161.3_66.0,roast,166.9,143.8,2.74,4.31,23.5,613.2,0.0,26.06,66.9,3.18,509.4
bell_pepper,246.2,boil,262.6,78.4,2.91,0.47,15.64,217.8,0.0,94.89,21.0,1.16,475.5
eggplant,210.8,stir_fry,184.8,68.2,2.13,1.48,11.61,1022.4,0.0,3.44,50.1,1.05,259.6
carrot_bell_pepper,271.3_266.1,stir_fry,496.4,235.4,5.56,3.76,44.83,3125.9,0.0,99.8,112.5,4.1,1109.0
garlic_cabbage,250.5_156.3,steam,399.8,361.4,12.85,0.82,75.65,525.9,0.0,39.35,174.7,3.97,818.2
shrimp_garlic,344.2_442.5,stir_fry,682.3,897.7,78.27,9.12,125.64,5215.6,629.9,11.1,297.9,8.86,1693.9
onion,304.8,braise,287.9,180.5,3.05,2.13,37.27,2582.8,0.0,6.91,73.1,1.8,351.9
tofu,409.1,stir_fry,371.5,554.6,30.56,38.63,21.16,2017.8,0.0,0.0,679.1,7.7,425.3
potato,326.1,steam,307.0,253.1,6.35,0.64,55.49,394.6,0.0,42.18,25.6,2.64,1016.9
onion_pork,474.5_315.2,deep_fry,602.6,2139.9,43.06,197.57,47.39,1944.1,252.2,5.58,132.0,7.93,1052.5
ginger_chicken_small_pepper,104.6_75.5_481.2,boil,695.9,375.8,19.89,9.3,53.12,453.8,80.0,298.78,201.8,8.7,1079.4
small_pepper,223.7,steam,208.8,98.9,2.74,0.88,19.98,289.8,0.0,155.15,84.3,3.17,450.1
eggplant,340.6,pan_fry,302.2,98.0,3.34,2.38,15.8,1481.1,0.0,4.86,80.6,1.72,396.0
potato_tomato_lemon_pineapple,362.2_105.7_487.8_135.3,stir_fry,1013.3,732.0,12.94,24.24,115.53,5482.4,0.0,80.83,546.0,8.11,2166.7
fish_small_pepper,277.7_176.2,stir_fry,413.9,203.8,5.27,4.41,35.77,2246.1,0.0,186.31,91.1,3.85,1028.1
tomato_tofu,208.8_366.3,stir_fry,520.9,668.5,29.68,48.9,27.43,2226.9,0.0,13.91,612.8,7.82,682.4
cabbage,266.4,stir_fry,241.7,89.1,3.63,1.86,14.44,1626.9,0.0,39.93,128.2,1.59,293.5
cauliflower_cucumber,188.7_266.4,steam,431.1,96.6,5.89,0.92,16.21,480.7,0.0,63.2,106.8,3.34,560.7
shrimp_cauliflower,344.2_198.5,stir_fry,465.9,394.7,63.59,7.41,18.41,3394.3,629.9,41.87,164.8,5.7,987.2
beef_potato_bell_pepper_carrot,282.5_263.1_167.4_450.7,braise,1088.3,1166.0,61.28,43.06,133.33,9275.6,237.3,88.93,242.6,16.93,2220.1
pineapple_pepper_apple,203.9_107.6_359.3,boil,710.3,680.4,15.95,13.0,124.91,516.6,0.0,21.23,49.3,9.47,1293.6
beef_pepper_fish,68.8_257.5_151.8,stir_fry,448.1,1338.8,50.6,63.09,142.13,2780.3,57.8,54.55,60.3,18.41,2781.0
pork,469.6,pan_fry,397.1,1858.2,56.81,176.44,10.74,2606.4,375.7,0.0,28.5,7.49,837.9
shrimp,341.8,boil,360.8,265.7,57.31,1.63,5.45,631.0,625.5,0.0,112.8,3.25,501.3
cabbage,326.8,steam,307.5,85.5,4.61,0.64,15.32,519.5,0.0,62.87,159.3,1.95,372.6
shrimp,207.7,steam,198.5,164.1,35.32,1.03,3.38,481.7,380.1,0.0,73.8,2.06,422.2
potato_garlic_carrot_egg,130.8_362.8_141.4_400.3,boil,1096.7,1151.8,64.45,35.3,144.08,1198.7,2341.8,33.73,400.4,14.25,1684.5
ginger,212.2,steam,193.6,109.0,2.58,1.24,21.88,274.1,0.0,4.66,57.1,3.03,589.1
potato_ginger,301.1_202.2,stir_fry,455.6,385.6,7.99,6.35,74.12,2747.5,0.0,30.66,80.0,5.25,1313.7
onion_pork,171.4_219.5,boil,421.1,890.2,27.64,77.61,20.27,401.5,175.6,5.29,51.8,4.24,469.8
fish_egg_eggplant,415.1_306.7_427.1,roast,861.1,973.4,46.06,58.5,65.66,4655.1,1794.2,104.31,309.9,10.24,1909.1
garlic,441.1,boil,499.2,559.2,18.21,0.86,119.66,502.6,0.0,13.48,161.3,5.12,972.1
bell_pepper,482.9,stir_fry,433.6,188.0,5.78,3.38,33.62,2897.0,0.0,188.05,43.2,2.41,1087.0
pepper_beef,354.6_134.1,stir_fry,425.5,1722.3,74.16,74.83,188.05,1729.2,112.6,0.0,72.4,26.13,3615.7
fish,138.1,pan_fry,125.4,48.6,1.7,0.97,8.29,532.6,0.0,40.38,12.3,0.68,332.6
cabbage_fish_eggplant_beef,274.1_190.7_281.7_136.4,steam,823.9,368.4,35.55,6.91,41.0,1110.8,114.6,163.84,251.8,8.49,1347.4
kiwi_chicken_grape_onion,175.2_226.4_166.6_68.6,steam,627.2,591.0,45.0,22.74,51.58,865.7,240.0,84.88,92.6,6.34,1017.8
cucumber,287.3,steam,269.1,47.5,2.19,0.58,8.38,295.0,0.0,14.08,69.4,1.46,273.4
tofu,456.4,roast,363.4,474.1,33.17,28.1,22.14,1093.6,0.0,0.0,736.5,8.73,482.2
fish,74.5,stir_fry,69.4,29.2,0.88,0.52,5.25,325.1,0.0,27.76,6.6,0.38,180.3
fish_tofu_apple_tomato,291.5_359.8_394.0_56.2,boil,1242.9,592.6,29.99,13.82,87.07,1154.5,0.0,140.11,605.7,10.41,1262.9
cabbage,461.9,stir_fry,401.4,150.0,6.54,3.23,23.68,2647.7,0.0,61.28,222.9,2.77,505.8
onion_pork_garlic_egg,304.3_265.5_340.6_89.6,stir_fry,924.0,2074.7,59.49,143.36,136.62,4842.3,736.6,17.11,268.4,12.07,1886.8
potato,206.5,boil,232.2,157.0,3.65,0.39,34.71,152.7,0.0,20.63,15.5,1.55,491.9
pepper_beef,490.4_68.9,roast,420.4,1992.4,78.49,72.68,256.07,1784.0,57.9,0.0,75.6,31.81,4513.5
cauliflower_cabbage_shrimp_eggplant,245.1_446.4_416.3_73.1,stir_fry,1114.9,652.3,80.57,12.64,54.08,7858.8,761.8,105.04,432.6,9.98,1803.2
carrot,209.1,steam,194.9,85.6,1.99,0.41,18.48,388.9,0.0,14.21,65.8,2.11,347.5
beef_shrimp_pork_onion,244.3_496.6_65.4_172.0,stir_fry,851.7,1509.4,141.53,87.17,39.69,4739.8,1166.3,4.88,280.0,15.19,1740.9
bell_pepper_cauliflower_garlic,218.9_176.8_475.4,stir_fry,816.5,781.0,26.01,6.1,155.53,3460.4,0.0,132.42,250.2,8.58,1953.3
fish_shrimp,422.0_199.3,roast,469.3,351.8,37.97,6.44,35.49,2412.5,364.7,118.41,105.9,4.03,1351.8
tofu_small_pepper_cauliflower,398.7_52.8_144.7,steam,564.6,387.2,34.37,15.38,27.81,845.0,0.0,76.79,719.0,9.86,817.9
small_pepper_peach_chicken,395.4_233.8_252.4,steam,835.3,705.2,51.72,25.48,67.24,1031.6,267.5,280.01,183.7,11.05,1705.6
cauliflower_egg_tomato,437.7_140.9_418.2,stir_fry,921.6,757.6,28.33,49.39,49.93,5510.2,824.3,116.5,224.6,9.22,1579.0
fish_cabbage,455.0_264.3,stir_fry,648.9,265.4,8.88,5.04,46.15,3014.1,0.0,211.57,173.2,3.89,1290.3
fish_beef_potato,394.7_80.1_438.5,steam,886.0,567.7,27.97,4.86,103.01,1164.5,67.3,250.49,90.6,8.17,2384.5
onion,261.3,boil,281.0,105.9,2.65,0.5,22.71,224.5,0.0,7.57,58.5,1.49,259.9
ginger_garlic_beef,380.5_395.8_214.2,stir_fry,872.8,1235.5,59.94,42.25,153.88,3617.5,179.9,15.4,300.4,17.32,2455.8
potato_tomato_garlic,303.8_453.1_317.3,braise,1076.6,933.0,22.14,7.52,194.2,10543.7,0.0,59.21,190.1,7.97,2212.9
potato_pepper,111.6_287.9,stir_fry,361.4,1281.0,41.37,50.98,164.18,1380.6,0.0,10.78,42.8,18.07,2999.0
ginger_watermelon,91.9_406.3,steam,467.4,154.4,3.39,0.96,33.04,499.8,0.0,14.24,56.4,2.48,542.8
bell_pepper_eggplant,294.9_172.0,steam,447.5,140.1,5.29,0.89,27.73,424.7,0.0,154.42,67.5,2.31,1002.3
pork_cauliflower_shrimp,339.3_226.1_296.8,stir_fry,793.0,1979.2,93.16,165.0,30.39,4514.3,814.6,52.04,179.8,10.92,1500.9
cauliflower,308.1,boil,330.0,84.4,5.86,0.6,13.9,265.6,0.0,75.4,68.2,3.16,443.0
eggplant_carrot,494.9_331.3,deep_fry,649.8,287.8,7.99,5.78,50.93,2165.3,0.0,9.66,225.4,5.71,1111.0
tomato,103.0,roast,79.5,30.1,0.86,0.72,5.03,405.5,0.0,4.88,10.4,0.42,137.2
fish_cauliflower,102.9_210.4,boil,351.7,89.7,5.07,0.61,15.97,376.5,0.0,96.87,55.6,2.67,491.9
cauliflower,340.3,boil,375.1,92.6,6.48,0.66,15.17,337.2,0.0,90.23,73.1,3.55,493.0
fish,441.6,steam,432.4,144.5,5.45,0.87,28.7,479.6,0.0,213.77,39.4,2.25,1084.2
pepper_potato,204.7_329.4,steam,508.5,1022.8,36.22,24.21,165.01,769.8,0.0,41.59,51.9,14.82,3073.1
shrimp_fish,215.1_305.4,stir_fry,472.6,326.4,40.3,5.9,28.02,2565.9,393.6,118.15,103.2,3.62,1142.8
shrimp,200.8,steam,197.5,162.9,35.33,0.98,3.18,472.2,367.5,0.0,70.6,2.02,406.3
pineapple_ginger_cucumber_lemon,401.3_238.8_489.2_464.1,stir_fry,1379.7,808.3,13.25,29.34,122.83,7194.5,0.0,78.52,710.1,11.94,2299.3
garlic_eggplant_bell_pepper_onion,269.0_127.0_60.0_224.5,pan_fry,570.6,499.3,15.35,4.76,98.76,3361.7,0.0,32.22,193.9,5.55,1247.9
bell_pepper_egg,269.1_356.1,boil,661.0,559.0,46.34,29.77,26.43,924.5,2083.2,104.86,211.4,8.16,884.3
carrot_eggplant,180.6_460.5,braise,615.8,293.8,6.35,4.49,57.0,4904.2,0.0,14.41,167.9,4.19,780.2
tofu_carrot_pepper_cabbage,63.4_262.3_148.3_206.4,boil,716.7,737.9,30.0,19.44,110.75,759.7,0.0,44.63,296.2,13.39,1740.8
tofu,194.9,steam,187.8,156.9,14.86,7.18,8.2,220.6,0.0,0.0,324.0,3.77,224.5
pork_chicken_potato,354.3_260.7_308.5,boil,988.4,1939.2,92.71,146.45,62.57,864.7,559.8,31.43,66.4,11.39,1675.3
carrot_pepper,295.7_349.5,stir_fry,563.0,1693.4,51.2,73.46,206.85,4029.3,0.0,13.16,137.5,24.16,3574.8
fish,295.3,steam,290.3,95.8,3.73,0.58,18.91,384.4,0.0,141.48,26.8,1.46,736.8
cauliflower,351.6,stir_fry,309.3,125.0,6.73,2.46,18.98,1615.8,0.0,75.11,80.3,3.79,584.8
egg_fish_cabbage,122.4_458.0_319.3,stir_fry,780.2,701.8,24.28,43.14,54.11,4138.5,716.0,213.27,263.7,6.72,1552.2
pork_potato_fish,286.0_100.8_148.8,steam,515.2,1216.2,39.13,103.0,33.17,694.6,228.8,86.44,38.7,6.15,1171.8
pork_chicken_small_pepper,142.8_152.2_458.2,roast,589.5,1177.9,50.06,86.13,50.62,2595.3,275.6,165.96,188.3,10.98,1461.3
bell_pepper_garlic,413.2_72.4,boil,532.0,221.9,7.71,0.94,45.65,380.9,0.0,165.1,61.6,2.78,989.6
pepper_potato,356.3_156.4,braise,474.1,1617.5,50.66,55.45,228.94,3139.4,0.0,11.5,54.3,22.92,3612.1
pepper,217.4,boil,241.6,797.0,30.15,24.86,113.17,162.6,0.0,0.0,24.8,12.21,1699.3
tomato_onion_chicken_cucumber,231.2_363.9_227.0_206.6,steam,972.4,605.2,49.41,22.49,51.3,1231.2,240.6,48.2,182.6,7.18,1454.8
egg,324.2,stir_fry,288.2,610.2,40.21,44.56,12.07,1638.2,1896.6,0.0,181.9,6.47,433.2
eggplant_kumquat_watermelon,249.0_218.7_243.2,boil,777.7,253.0,5.83,1.15,54.82,660.1,0.0,40.01,192.4,3.99,599.9
carrot_cucumber,145.4_228.1,steam,355.5,95.6,3.06,0.71,19.23,453.0,0.0,19.01,102.3,2.57,469.1
beef,214.3,stir_fry,201.2,373.1,38.7,21.6,5.97,1272.5,180.0,0.0,49.8,7.17,394.0
chicken_onion_potato,388.2_482.2_63.8,steam,900.4,861.6,75.97,36.05,58.3,1290.2,411.5,26.36,158.7,9.01,1638.4
shrimp_chicken,477.1_116.4,roast,437.5,722.2,100.37,29.35,14.14,2495.5,996.5,0.0,174.7,6.46,1139.7
beef_garlic,161.2_254.4,stir_fry,388.4,682.1,40.71,25.48,72.49,2687.3,135.4,6.76,138.3,8.48,995.7
small_pepper_pepper_egg_fish,386.5_319.2_141.8_438.6,steam,1166.6,1701.5,72.39,50.69,238.92,1956.2,829.5,486.4,297.8,29.56,5395.4
shrimp_pepper,345.6_465.0,roast,639.2,2152.1,122.5,73.67,249.75,3118.7,632.4,0.0,180.1,31.9,4889.8
cabbage,363.2,stir_fry,329.5,124.1,4.99,2.54,20.32,1893.4,0.0,48.3,179.7,2.14,373.2
cauliflower,222.3,stir_fry,192.9,77.5,4.25,1.56,11.62,1388.3,0.0,49.93,51.7,2.45,362.6
shrimp,62.1,boil,64.0,47.2,10.18,0.29,0.97,100.2,113.6,0.0,21.0,0.6,96.5
cucumber_beef_shrimp_bell_pepper,294.3_487.3_268.6_304.6,pan_fry,1216.6,1451.0,141.36,80.53,40.22,4745.9,900.9,101.85,301.8,21.81,2441.6
garlic,495.9,deep_fry,373.6,640.3,20.43,3.47,131.84,945.4,0.0,4.77,196.3,5.83,1158.0
peach,385.1,steam,349.1,203.8,3.24,0.37,46.88,371.5,0.0,12.42,23.4,3.08,579.5
beef_fish_cauliflower,64.2_287.9_140.8,stir_fry,438.9,304.4,17.65,12.44,30.45,2667.6,53.9,148.17,73.9,5.02,1086.1
eggplant_fish_cabbage_carrot,470.3_168.1_386.9_333.5,stir_fry,1279.3,514.8,15.57,9.51,91.73,7956.9,0.0,148.82,425.1,8.84,1860.1
cauliflower_bell_pepper_cucumber,412.7_110.4_350.0,boil,959.2,204.8,11.75,1.62,35.8,984.8,0.0,170.79,182.8,6.51,1060.4
beef_cabbage_fish,492.0_148.1_157.8,stir_fry,760.2,1185.9,96.78,73.35,34.67,4800.5,413.3,77.38,197.3,18.06,1418.8
onion_fish,467.5_329.5,steam,783.0,300.1,9.05,1.56,62.48,1070.3,0.0,181.3,139.6,4.53,1374.9
shrimp,223.5,braise,206.3,219.2,36.7,3.91,9.29,1614.0,409.0,0.0,77.1,2.2,404.5
cauliflower,181.4,stir_fry,171.0,65.2,3.61,1.27,9.83,1086.6,0.0,38.04,41.7,2.01,319.0
onion_strawberry_tomato_shrimp,498.0_490.0_478.8_70.1,steam,1471.9,536.2,26.38,3.27,100.32,1652.7,128.3,172.81,283.2,14.3,1981.1
pork,60.8,roast,45.6,232.6,7.5,21.66,1.94,189.3,48.6,0.0,3.6,0.99,109.1
bell_pepper_cabbage_carrot,168.8_278.7_493.1,stir_fry,862.9,394.8,10.48,6.58,73.39,3741.0,0.0,118.54,311.0,7.46,1536.1
pepper_apple,499.8_332.1,steam,779.3,2056.0,73.92,58.0,309.6,895.9,0.0,6.7,72.8,32.1,5291.4
bell_pepper,99.6,stir_fry,87.4,39.8,1.21,0.7,7.17,430.7,0.0,36.42,8.8,0.49,228.7
cucumber_pepper_egg_tofu,448.2_447.8_417.5_224.9,stir_fry,1366.0,3385.9,132.4,196.31,272.37,7402.4,2442.4,13.24,772.1,41.01,5085.8
garlic_small_pepper_banana,459.5_71.1_233.4,boil,845.3,832.8,22.75,1.54,181.99,755.1,0.0,63.37,209.6,7.09,1516.2
chicken,332.0,steam,302.3,542.2,60.98,31.2,4.38,551.0,351.9,0.0,29.3,4.59,761.1
garlic,441.7,boil,496.0,559.5,18.16,0.84,119.81,419.5,0.0,13.13,164.1,5.13,947.5
tofu_eggplant_cabbage,329.0_263.9_473.9,stir_fry,957.5,786.8,33.53,47.77,55.69,4322.2,0.0,71.46,848.0,10.57,1123.8
onion,498.7,pan_fry,435.5,225.2,5.0,3.49,43.45,2358.3,0.0,13.16,122.0,3.01,630.1
tofu_cabbage_strawberry,447.1_223.3_115.0,boil,810.0,437.9,35.74,16.61,36.35,548.1,0.0,57.85,813.0,11.5,692.5
kiwi_chicken_beef,472.1_218.0_115.4,stir_fry,742.1,1277.4,61.43,80.08,77.76,4202.6,328.0,103.85,173.3,12.41,1290.5
tofu_watermelon_eggplant,430.0_428.1_92.4,stir_fry,868.7,889.8,35.99,57.83,56.35,4473.8,0.0,10.0,766.4,9.9,859.9
garlic,453.8,roast,339.6,600.2,19.29,3.18,123.62,1355.6,0.0,7.21,173.8,5.54,1131.8
carrot_pepper_cauliflower,416.9_375.7_386.0,pan_fry,996.1,2464.7,63.96,138.27,241.12,5325.1,0.0,94.19,270.1,30.5,4859.4
tomato_lemon_onion_peach,489.3_129.6_212.6_80.1,roast,701.6,380.3,7.98,10.64,63.17,3234.3,0.0,33.86,236.0,4.89,1274.0
fish_cabbage,463.9_332.7,stir_fry,720.1,290.2,10.14,5.58,49.87,4443.8,0.0,200.17,208.8,4.4,1420.8
onion_carrot,179.0_213.8,stir_fry,364.7,188.6,3.8,2.75,37.16,1714.5,0.0,13.89,112.2,3.24,560.4
orange,284.6,boil,294.1,144.0,1.76,0.54,33.03,238.7,0.0,32.76,94.7,0.54,298.2
small_pepper,50.9,stir_fry,44.8,28.0,0.63,0.71,4.76,172.9,0.0,25.1,19.1,0.71,95.6
pork_cabbage,163.1_74.4,steam,230.8,665.9,21.72,61.03,7.43,395.5,130.5,14.12,46.3,3.02,389.7
fish_carrot,184.0_100.1,steam,279.6,99.5,3.21,0.55,20.42,460.8,0.0,94.73,48.7,1.96,636.7
pork,265.2,steam,245.8,1038.2,34.17,97.37,6.29,521.5,212.2,0.0,16.0,4.24,501.4
cucumber_onion_eggplant_tomato,358.5_113.4_380.4_246.0,roast,805.9,343.5,9.95,7.69,58.63,3188.3,0.0,28.63,232.2,5.26,1195.6
eggplant_carrot_pineapple_peach,282.2_225.8_317.0_282.6,boil,1163.4,454.3,8.65,1.56,101.41,1157.2,0.0,49.45,184.6,7.41,1163.4
potato_eggplant,177.4_446.1,boil,668.6,248.2,7.79,1.19,51.59,461.2,0.0,26.39,114.8,3.47,890.1
shrimp_tomato,231.4_118.6,pan_fry,322.7,232.1,38.86,4.88,8.17,1884.4,423.5,6.85,92.8,2.76,581.3
tofu_cabbage,150.9_342.9,roast,392.4,349.2,16.36,20.2,25.48,1424.1,0.0,35.69,410.5,4.94,506.5
pork_fish_onion_bell_pepper,376.0_364.9_349.5_217.6,steam,1213.4,1753.7,56.88,135.35,77.01,1991.4,300.8,333.56,159.6,10.87,2696.8
onion_beef,415.6_463.6,deep_fry,689.9,1152.4,84.71,71.06,43.5,2210.2,389.4,4.95,203.3,18.11,1282.7
pork,282.0,boil,319.0,1059.4,32.86,100.14,6.67,333.6,225.6,0.0,16.3,4.3,412.3
carrot_cabbage,80.4_95.5,deep_fry,135.3,63.0,1.99,1.23,10.98,577.4,0.0,7.87,73.8,1.4,208.8
potato,66.9,stir_fry,62.7,56.1,1.22,0.47,11.74,409.4,0.0,5.97,5.4,0.53,189.0
bell_pepper,424.9,stir_fry,390.0,169.1,5.08,2.97,30.49,2325.1,0.0,166.3,39.0,2.14,998.6
small_pepper_shrimp,296.6_419.3,stir_fry,643.2,555.6,75.54,11.49,37.51,3158.8,767.3,163.79,258.5,8.48,1311.6
